Vessel_Name,MMSI_List,Destination_List
ICENI REVENGE,[235068993],['GABBARD WF']
LADY ALIDA,[244630415],['GBNHO']
SD DEPENDABLE,[235072825],['CLYDE']
DANUBE HIGHWAY,[308803000],['SHEERNESS']
WILDCAT 6,[235101502],['LIVERPOOL GYM']
DREAM TERRAX,[538008844],['IEDUB-IEORK']
RIGHT STEP,[304816000],['ESBIO']
SEINE COMTESSE,[249355000],['']
SHABAB OMAN 2,[461000441],['ABERDN SCLD']
NJORD AMUNDSEN,[236112802],['GY-TKOWF-GY']
IPANEMA,[205382490],['']
Z.483 JASMINE,[205077000],['...']
MSC NICOLE X,[636022661],['GBLGP']
CATHY THERESA,[219374000],['IE DUB']
KEIT,[305497000],['NLRTM']
RONJA COMMANDER,[258118000],['MALLAIG']
DUTCH MASTER,[235056225],['']
SVITZER GELLISWICK,[235063849],['MILFORD HAVEN']
WAALDIJK,[245726000],['STETIN']
PEARY SPIRIT,[311027600],['DP TRAIL']
UK153 LUB SENIOR,[246749000],['FISHING GROUND']
MORNING TIDE,[314617000],['NLRTM>AWBAR']
FELAURA,[235076617],['']
JAZZ,[244060460],['']
CELTIC CRUSADER,[255916091],['GBPOO']
REM CRUSADER,[257241000],['S.D.BARSK']
SVENJA,[211577000],['USPTM']
MFV DEBORAH,[205162000],['CORK']
WILSON LEITH        ,[314553000],['KIEL                ']
SILVER LINING,[244002087],['CONTRISSON']
DIABELLI,[210336000],['GB EAM']
LOWLANDS INFINITY,[563217400],['USMSY']
MSC SHANGHAI V,[636021160],['USCHS']
FS BRAEMAR,[255802880],['ABD ANCHORAGE']
OBOOT,[244030270],['AMSTERDAM']
MULTRATUG 19,[245875000],['RODBY DK']
PEGASUS STAR,[538009249],['DKSKA > USNYC']
SKANDI ACERGY,[257691000],"['YGGDRASIL FIELD, NO']"
ATLANTIC NAVIGATORII,[538010311],['US BAL']
EARL SIGURD,[232000670],['KIRKWALL/NORTH-ISLES']
VB PHOENIX,[232037001],['LIVERPOOL']
TRANQUILLITY  BF7,[235003080],['CH 16']
TRANSASIA,[636021390],['GB SWA']
PRINCESS SEAWAYS,[220489000],['NCL< - >IJM']
FARRA JOYCE,[232053513],['FECAMP OWF']
HELGAFELL,[231356000],['NLRTM']
STAR CURACAO,[245405000],['ROTTERDAM MC']
CMA CGM FORT ROYAL,[249052000],['BEANR>FRLEH']
RNMB-ORCADIAN,[232039081],['']
STAR SYDNEY,[636024288],['GB LIV']
EMPIRE STATE,[366991519],['USNYC']
SEACAT WEATHERLY,[232029215],['MEOWL \\FRASERBURGH']
FRANS VAN MIERIS,[244615912],['AMSTERDAM']
GT DELPHIN,[305441000],['BEGNE']
MEN SCOEDEC,[250000917],['FISHING']
TSM WINDCAT 44,[228429800],['FR DPE']
SD WARDEN,[232002653],['BUTEC RANGE']
ASG PORTOFINO,[511101258],['CALAIS']
LINGA,[235003893],['SYM<->LAXO']
HERANGER,[538009776],['EMDEN']
SEACAT MISCHIEF,[235113651],['LT<GGOWF>LT']
LNG SAKURA,[311000760],['DE WVN']
VALLE BIANCA,[215070000],['GI GIB']
SEA SHANNON,[245334000],['AMSTERDAM']
PILOT V/L MARY ROSE,[232045429],['']
WAIKIKI,[249857000],['GBSWD               ']
ANCHORAGE,[246400000],['NL FLUSHING']
RED JET 7,[232015629],['SOTON-COWES-SOTON']
EMMA JANE N BH1O8,[232046398],['FISHING']
F/V HERMINE,[227144900],['FISHING GROUND']
MSC SAO PAULO V,[636016492],['ANTWERP']
WILSON CADIZ,[314216000],['SAGUNTO']
HARVEST REAPER II,[250006183],['BALTIMORE']
DAPHNE V,[352002063],['TALIN FOR ORDERS']
TED OF LADRAM E7,[232059096],['']
SOPHIA D,[235021489],['GBLON']
ATLANTIC WIND,[236111974],['GB LON']
RONJA SUPPORTER,[258187000],['STAVANGER']
PL HARRIER,[232046012],['']
MULTI OCEAN,[232054731],['TORRIDON']
EEMS TJONGER,[246869000],['ESBIO']
INTER CALEDONIA,[258211000],['FISHFARMS CH16']
LIEUTENANT P,[235103032],['GUNFLEET SANDS WF']
VB BAYDAN,[311001643],['HULL UK']
SAMIRA,[245015000],['GBMIS']
COOL EXPRESS,[351074000],['RULED']
NAB,[235031425],['POOLE']
WOODSTOCK 1,[235069559],['INVERGORDON']
KAILEEN,[305922000],['RULED']
VOS FAITHFUL,[235097317],['ARMADA KRAKEN']
BAQUEIRO,[224324000],['']
ALBION,[235065995],['']
KATUXA NM,[224584000],['GBHUL']
BALTIC BRIGHT,[230042000],['GBSHS']
THUN BLYTH,[246940000],['GB STO']
RIGH NA MARA,[232056021],['FISHFARMS']
F/V NICOLAS JEREMY,[226183000],['']
MAXINE,[232034271],['BEZEE-ESSDR']
STAR LEGEND,[311085000],['GB IGD']
NR_REBELLION,[232059246],['EA3<>LOWESTOFT']
CELTIC ROSE PH179,[232052631],['??????????_____']
CAPE CORFU,[210210000],['CA SJB']
RAYMARINE TEST 4000,[235899933],['']
S/Y MARIE,[319033400],['DUNDALK']
BALTIC MERCHANT,[275516000],['NLRTM']
LADY MOIRA,[235011891],['PEEL']
BOLETTE,[311000986],['FR SML']
SAR AIRCRAFT G-HMGA,[111232540],['']
SIDER MONTEDIPROCIDA,[477521100],['GB SHS']
WILSON PORTO,[257545000],['NOODD']
FUGRO VALKYRIE,[235069806],['LIVERPOOL']
EEMS COAST,[245862000],['GBBOS']
ENABLE,[563174900],['USMAH']
OCEAN SCENE,[235023221],['SOUTHAMPTON']
WEC DE HOOGH,[210283000],['PTLEI']
STOLT SINCERITY,[319103800],['GBLIV']
MATADOR,[226011270],['PARIS']
VOS GORGEOUS,[235103024],['CPA 1.0NM']
GERALDINE MARY,[232042090],['CH 16 FOR INFO']
BEN MADIGAN,[232006869],['']
SB 32,[244860380],['']
MSC CHIQUITA III,[255916056],['GBGRK']
WINDCAT 58,[232060220],['GRIMSBY']
SWALINGE,[244209000],['DA']
EMDEN,[636022757],['EMDEN']
AUTOSKY,[255801480],['ZEEBRUGGE']
SCOT BAY,[232974000],['DEWIS']
CMS WRESTLER,[232022727],['GREENOCK']
MAERSK GIBRALTAR,[477636200],['NLRTM']
BUCENTAURE,[227048450],['N/A']
FV ANDROMEDA BF437,[232004160],['LERWICK']
CMA CGM ALCAZAR,[357214000],['DEHAM']
SELANDIA SEAWAYS,[219458000],['DECUX<->GBIMM']
ROME,[244890265],['']
ELISA K.,[245392000],['GBTEE']
LOKE VIKING,[257056000],['GBIVG']
VERTOM EVA,[255915932],['GBIMM']
CATALINA,[215850000],['US NNS']
CAPTAIN D,[538006297],['GB IMM']
FINE SCHEPERS,[255806352],['IEORK']
SILVER CRYSTAL,[257308000],['LTKLJ']
AQUA LIVE,[307031000],['TALLINN ESTONIA']
BONTRUP AMSTERDAM,[308271000],['NODYD']
WOMBAT,[503166770],['MILFORD HAVEN']
RON MOR,[250005748],['CHANNEL 16']
RECLAIM,[235078639],['CHARLTON']
ABEKO SERVER 2,[244290000],['UK']
NKT VICTORIA,[257016000],['CPA 500M']
BOS PRECIOUS,[253000035],['GBGTY']
FRI BREVIK,[209488000],['IEPAW']
MT EMBLA,[257082000],['GBTEE']
HMS DUNCAN,[235053411],['']
VB GUARDIAN 19,[228373800],['LE HAVRE']
WIND CREATION,[232054785],['HOW01']
EMMANOU,[338243006],['LONDON']
ENTERPRISE,[319044100],['EDINBURGH']
WILSON EMS,[314258000],['BEANR']
BUDDING ROSE,[232354000],['']
FV SUNRISE,[235001050],['FISHING']
MARATONA,[355719000],['SHOREHAM']
ULTRA LANIN,[352003693],['FR LPE']
JUPITER CLIPPER,[232008821],['LONDON']
CORUISK,[235008929],['GBOBA <> GBCNU']
HET LAND GOESTING,[244066650],['AMSTERDAM']
MERSEY ENDURANCE,[235099933],['LIVERPOOL BUNKERING']
ATLANTIS AUGUSTA,[248167000],['FRURO']
TOLLUND,[261159000],['GBHTP']
SALAMANCA,[228408900],['ES BIO']
DINA MERKUR,[236521000],['SWIFT10']
KARELLE,[234325000],['SURVEY']
EMMA JANE,[232006960],['SALCOMBE']
SEVEN SEAS GRANDEUR,[538010706],['NO KRS']
LADY MARY,[305229000],['GBIMM']
FAIRPLAY-38,[218321000],['UK MONTROSE']
SEVEN SEAS NAVIGATOR,[311050600],['GB IVG']
REBECCA M,[232003963],['WORKING_RIVER_HUMBER']
GPS CERVIA,[235108425],['LONDON']
RUHRTAL             ,[255806465],['GB LEI              ']
STRILMOY,[258366000],['STENA DON']
ISLAND SKY,[311743000],['STORNOWAY']
CITY OF CARDIFF,[232002807],['AVONMOUTH']
BG ORANGE,[255804850],['GBLGP']
CMS THUNDERER,[232052186],['FOYNES']
GOLDEN BELLS II B192,[235007379],['FISHING']
SPLITMOOR,[235092987],['']
HIGH HOPES,[235069206],['CHANNEL SWIMMING']
NICHOLA OF LADRAM,[232020583],['']
ARK DANIA,[219596000],['EBJ IMM EBJ']
PUDGE,[235092824],['']
BLUE SKY,[511100803],['GB NGG']
HANNA,[212636000],['FRBOD']
FRECCIAMARE,[255916282],['FRCER']
VOS GLAMOUR,[235103022],['GBLOW']
ORACLIFF,[219024550],['GB LIV>NO HRY']
GRAMPIAN TALISMAN,[235052783],['HEYSHAM']
EXHILARATION,[235104586],['']
SKANDI MONGSTAD,[259239000],['SLEIPNER']
LH PILOT ST CECILE,[227752910],['LE HAVRE']
FRANCISCA,[212617000],['GBLON']
ONE INSPIRATION,[636023348],['FRLEH']
X-PRESS GODAVARI,[229191000],['IEDUB']
APL NEW YORK,[566879000],['NLRTM']
FAST SUS,[205482000],['GROVE']
F/V MARIE CATHERINE2,[228361900],['']
RNLI LIFEBOAT 17-18,[232003136],['STORNOWAY SAR']
HELLE,[257510000],['HEROYA NO']
MINNA,[235710000],['PATROL']
MILLGARTH,[232002697],['LIVERPOOL TUG OPS']
WILSON MAAS,[314217000],['GBNHO']
ESSEX STAR,[256809000],['NL RTM']
MEDUSA,[244130209],['AMSTERDAM']
MFV WHITE HEATHER VI,[235004600],['FISHING']
CT ENDEAVOR,[212885000],['IEDUB']
DELTA MARIA,[249272000],['GIBRALTAR FOR ORDERS']
DON CARLOS,[257263000],['CAHAL']
ONEGO ISLE,[235095836],['NLMOE']
SPICA TIDE,[257034530],['PIPER']
MANOR VENTURE,[232007444],['GRIMSBY']
SEACOR   OHIO,[538007874],['ABERDEEN']
VB ROMAN,[232029748],['']
KENT,[235103436],['CHATHAM']
PUTFORD DEFENDER,[232017303],['GAS FIELDS']
CHEM SPICA,[636022066],['FRLEH->NLRTM']
PRISM BRILLIANCE,[371086000],['DEWVN']
GAOTH NA MARA,[235113236],['ABERDEEN']
ALVHEIM FPSO,[257161000],['ALVHEIM OILFIELD']
SOPHIE Z39,[205248000],['FISHING GROUNDS']
CAESAREA TRADER,[232061862],['JERSEY']
KEY MARIN,[236342000],['BEANR']
ASKHOLMEN,[538005552],['GBSOW>GBGRG']
AYR,[255915929],['GBAYR']
F.V.STEPH OF LADRAM,[235096987],['BRIXHAM']
MSC AURIGA,[255806338],['BE ANR']
SUNDOWNER,[244830182],['NL RTM']
F/V P'TIT BOBBY,[227301390],['']
REM SERVER,[209272000],['BUZZARD']
KIERA FIONA,[232007481],['GREYHORSE CHANNEL']
RYSTRAUM,[258858000],['FRLEH']
PIURA PACIFIC,[563221100],['FR LEH >> NO MON']
NORDIC SEA,[232029607],['KIRKWALL']
FOB SWATH 10,[219027988],['SOFIA OWF']
TEL AVIV,[244387111],['']
ROLLINGSTONE,[245746000],['WALNEY OWF']
ISLAND CRUSADER,[257076000],['JOHAN  SVERDRUP']
FARRA GRAINNE,[232047463],['MONTROSE SCT']
NORMAND VISION,[258607000],['GINA KROG FIELD']
FV MIA JANE W,[235001170],['VHF CH 73 OR 16']
ORUBA,[636020511],['ORDER']
N-SEA PATHFINDER,[245457000],['VANGUARD W. OWF']
S-92A 257,[111232526],['']
DAME VERA LYNN,[232017797],['LONDON']
ALREK,[304944000],['NLAMS']
ATLANTIC  MATE,[236683000],['GB TEE']
HARRIET EVE TO50,[232007788],['NEWLYN']
SRIWANGI III        ,[563223700],['GB FAW              ']
DINA POLARIS,[255801950],"['DEN HELDER,NL']"
SEAFAST DON,[232044406],['SURVEY']
KONINGIN WILHELMINA,[244780656],['']
MFV VAN DIJCK,[232005410],['BRIXHAM']
HEORTNESSE,[232004106],['MIDDLESBROUGH']
NIKOLAY ZUBOV,[209351000],['FOR ORDERS']
,"[111232014, 250000657, 219027276, 234635000, 227588000, 111232525, 765000001]","[' ', '', 'FISHING GROUNDS', 'LONDON ROAD']"
VERTOM TOMMA,[246320000],['FR DKK']
REGUETON,[636018753],['TRMER']
FAIRPLAY-33,[255915697],['NLVLI']
OPPORTUNE,[235062791],['FISHING GROUNDS']
ISLANDER BA316,[235001138],['OBAN']
RAGNA,[211265530],['GBGRG']
ROYAL IRIS,[235024007],['LIVERPOOL']
AG SATURN,[636015171],['ESALG']
EPIC MANHATTAN,[565699000],['GB FAW']
IEVOLI IVORY,[247356400],['NLRTM']
THAMES VITALITY,[235055694],['']
ARCO DIJK,[308165000],['AMSTERDAM']
EASTERN SPIRAEA,[636022343],['BEANR']
X-PRESS TAGUS,[255805954],['NLRTM']
GLENDEVERON BM500,[235068406],['BRIXHAM']
BIRGIT,[305301000],['GNKMR']
LUCKY GLORY,[356872000],['SALAYA']
ATLANTIC BLUE,[235040589],['']
ORASUND,[220514000],['FRBOD - BORDEAUX']
BALTIC WINTER,[309075000],['RUULU=>DOHAI']
MAYARO,[431228000],['PTAVE']
KEY NORTH,[236669000],['BEGNE']
NEW APEX,[352001786],['NLEEM']
OSLO CARRIER 2,[258042000],['TNSFA']
VOS PRELUDE,[253000039],['HEWETT FIELD']
AMETHYST,"[232025724, 209223000]","['GB BAD > BE ANR', 'CH73 FOR DESTINATION']"
VIKING SENTINEL,[232042695],['FISHERIES PATROL']
MEDITERRANEAN EXPRES,[563130100],['PTLIS']
VOS EXPLORER,[235052743],['BRAE ALPHA']
SEA MOURNE,[235083263],['']
CHEMICAL ENTERPRISE,[563061100],['GEBZE']
ETERNAL PROMISE FR36,[232052737],['FISHING']
SCARLATTI,[210408000],['LE HAVRE']
ACACIA SEAWAYS,[277574000],['GB FXT <-> NL RTM']
ARKLOW VIEW,[244870189],['FOR ORDER']
MONARCH I,[352005252],['BALTIC FOR ORDERS']
FRENCH WARSHIP,"[227000000, 226000000, 226777777]","['0', '8']"
SEEKER,[235082000],['']
HONG KONG EAGLE,[538008700],['FALMOUTH']
ESTUARY ESPRIT,[232014129],['']
SOUND OF SEIL,[235101062],['HUNTERS QY/MCINROYS']
ALI CAT,[235056506],['GOUROCK/DUNOON']
RNLI LIFEBOAT 17-32,[235005118],['SAR_WEY UK']
SVITZER VENUS,[232060256],['BRISTOL']
CMA CGM JEAN MERMOZ,[248758000],['GBFXT - MYPKG']
HOLLIE ROSE,[232047361],['CH 16 FOR DEST']
VILLAGE BELLE IV,[235002743],['FRIDAY']
NJORD FORSETI,[235116578],['LWSTFT>EA1OWF<LWSTFT']
HST MILLIE,[232048990],['GBEYE-NNGOWF-GBEYE']
STAINSBY,[232029984],['WORKING TEES']
DUZGIT ENDEAVOUR,[271043022],['FRDON']
LONGDAWN,[305835000],['TO ORDERS']
FLEVOBORG,[245226000],['GBIMM']
EEMSLIFT ELLEN,[244790608],['FRLTT']
JACKSON 4,[244070477],['']
DILLON OWEN II,[250006531],['FISHING']
BOEMMELBAS,[257180000],['HAUGESUND']
MOANA INFINITY,[538009979],['UST.LUGA-RUSSIA']
MATARI,[667001281],['GULF OF KOLA']
STENA ADVENTURER,[235667000],['DUB <>HOLYHEAD']
SIBERIAN,[235075512],['LONDON']
KEEWHIT,[235008440],['LARNE']
KYA,[257048880],['NOLIL']
MONJASA PROVIDER,[229822000],['FRLEH']
HALCYON DAYS I,[235014617],['MERSEY']
RNLI LIFEBOAT 17-35,[235005121],['PLYMOUTH']
LCU 9739,[235073176],['3']
CONTAINERSHIPSARCTIC,[209717000],['GBTIL']
X-PRESS MULHACEN,[229630000],['IEDUB']
TEQUILA,[538002883],['GB AVO']
CHUBBY,[269120790],['IPSWICH']
LUCKY FINDER,[538090673],['GBTYN']
SIR JOHN MURRAY,[235019532],['INVERNESS']
SKANDI CALEDONIA,[258765000],['PENGUINS']
ROCKET JUNIOR,[235105516],['WATERLOO PIER']
AQUA SOLUNDOY,[257624000],['STRONSAY']
AROSA,[241478000],['SEBRO']
NORDIC ODIN,[538009297],['CA MNI']
HORDAFOR III,[258044000],['GEIRLOCH']
SD EILEEN,[235074298],['PLYMOUTH']
DAVID JAMES S1,[250001768],['']
FRIEDRICH           ,[304869000],['GBPLY               ']
UHL FOCUS,[255806202],['BE ANR']
MILAN MAERSK,[219861000],['MYTPP>NLROT']
ALBATROSS,[235090255],['ANCHOR PLYMOUTH']
SIEM CHALLENGER,[258286000],['ABERDEEN']
BOCHEM ROTTERDAM,[255915671],['NLRTM']
RIVERESCAPES FORTUNA,[232039236],['POOLE<>SWANAGE']
ULYSSES,[209952000],['DUBLIN<->HOLYHEAD']
MAREATHER OB503,[233820000],['']
F/V SCUDERIA,[228045900],['FISHINGAREA']
SURFER TIDE,[257014000],['SEAGULL FIELD']
TONY STARK,[304427000],['ITTAR']
SCH65 SIMPLON,[246742000],['IHING GROUND']
MILEENA,[636022916],['SKAGENN']
SOMERSET,[249412000],['BEZEE<=>GBTEE']
NORTH SEA ENABLER,[257974000],['ROSEBANK']
NR HUNTER,[232059247],['']
BLUE LIGHTNING,[235103513],['LONDON']
DAY DAWN FR90,[232041003],['FISHING']
KRISTEL,[229246000],['FOR ORDER']
OCEAN ENERGY,[232046909],['HINKLEY POINT']
CEMBAY,[212542000],['NLMOE']
THAMES NAVIGATOR,[232056926],['TRAINING RIB']
STELLA NOVA,[250004944],['@FISHING GROUNDS']
SVITZER AVON,[232011021],['PORTBURY/AVONMOUTH']
ODDA MARIE,[230691000],['GBHUL']
KAREN,[304108000],['FR URO']
THEODOR ESSBERGER,[255806146],['BEANR']
SAMSKIP SKAFTAFELL,[244820418],['ISREY']
BLUE QUEST,[232005383],['']
SILVER GINNY,[538005462],['US PAU']
SOUTH ENABLER,[247489200],['DECUX']
CORNION,[255803370],['GBSSS']
ATLANTIC SKY,[215804000],['BEANR>GBLIV']
MFV Z38 ZUIDERZEE,[205149000],['SEA']
CGAS PANTHER,[249362000],['BEANR']
SVITZER STANLOW,[235010620],['LIVERPOOL']
EVA FUKUOKA,[548766000],['PTAVE']
MUTIN,[227806500],['KIEL']
MORNING CAROL       ,[311000685],[' GBSOU              ']
FISHER BANK,[228425800],['SRABSTER']
RIDER,[304922000],['GBTIL']
RNLI LIFEBOAT 13-39,[232025975],['TRAINING']
UKD ORCA,[235077712],['HUMBER']
UAL AFRICA,[245890000],['ABERDEEN']
AM ZENICA,[538005605],['FRDKK']
F/V AVENTURINE,[228439700],['RORCOFF']
RNLI LIFEBOAT 13-25,[235113733],['PORTPATRICK SAR']
NEULAND,[218492000],['GBGOO']
KHANKENDI,[423543100],['SKAGEN FOR ORDERS']
MARI KOKAKO,[257083330],['GBPEM FOR ORDERS']
ANTJE K,[245472000],['PLSZZ']
ROSE DE CASCIA,[227800940],['']
LISTA,[215915000],['NLRTM']
STAR ANGELINA,[538006065],['FRDKK']
SAN LORENZO MAERSK,[219096000],['BEANT-MAPTM']
BONITA,[275334000],['GB IPS']
FV BILLYROWNEY PZ532,[232005850],['']
RHOGAS,[305793000],['GB GRG > SE GOT']
HARVEST HOPE,[235004300],['PETERHEAD']
SWEDICA HAV,[309584000],['NL RTM']
NAVA DIONYSSOS      ,[256768000],['GBLIV               ']
YELLOW FIN          ,[215887000],['GB IMM              ']
RESOURCE,[235078638],['THAMES OPPS']
DESTINY,"[244700900, 111111111]","['NIJKERK', 'CONWY']"
LARIXBORG,[246639000],['CORK']
ATLANTICA DUKE,[311001485],['TIFFANY FIELD']
FAIRPLAY-63,[218003000],['NLRTM']
SVITZER CALDEY,[235068112],['']
BELFUJI,[538008588],['OMSOH               ']
PALLADIUM,[636022218],['NLRTM']
HARVEST MOON FR366,[235077317],['FISHING GROUNDS']
BBC RUSHMORE,[305864000],['USPCV']
COURAGEOUS,[232032191],['LERWICK']
CLARITY,[232043564],['GBBEL']
WILLCHALLENGE,[232033014],['GBAVO']
ESVAGT HAVELOK,[219026496],['TK OWF']
YEOMAN BANK,[636009548],['GBGSA']
FURE VESBORG,[265068510],['BE ANR']
JULIA THERESA,[256923000],['BE GNE']
TSM ROUEN,[228024240],['']
FRENCH WARSHIP ARM,[228867700],['']
OCEAN CARRIER,[255805917],['DEEME']
ELBIA,[305573000],['PTLEI']
G.V. ANTARES,[235007552],['']
IBERICA HAV,[311034400],['FOR ORDER']
TRINITY,[232027317],['GB POO']
AMADANTE,[269057266],['PARIS']
DSB-06,[232039083],['']
REDOUBT,[235078641],['THAMES']
OCEAN WARRIOR,[235105315],['BRIGHTLINGSEA']
PACIFICO,[266002000],['BEANR']
ZANDOLIE,[357558000],['FOR ORDERS']
FAITH,[255802760],['GBLIV']
DSG TITAN ESCORT TUG,[250004253],['CORK']
PRIMULA SEAWAYS,[220253000],['GOTEBORG']
OUR DAVID GEORGE,[232013701],['FISHING GROUNDS']
AUTO ASPIRE,[255742000],['ESSDR']
ORIENTAL JUBILEE,[477137600],['BEANR']
NATO WARSHIP A-53,[275144000],['.']
VICTORINE,[256274000],['BEZEE ESSDR']
HORIZON PROSPECTOR,[352004020],['OFFSHORE CPA 1NM']
HARBOUR SPIRIT,[235109129],['FERRY SERVICE']
IMMENSITY,[351760000],['ORDER']
ACCOMODATION PLAT 1,[235031462],['']
SVITZER SUN,[235068059],['AVONMOUTH']
S/V LE FRANCAIS,[227891480],['CHERBOURG']
EARTH CLIPPER,[232043461],['LONDON']
IMOGEN ROSE,[232058321],['OOSTENDE']
RNLI LIFEBOAT 13-38,[232009307],['SHEERNESS']
PEACE,[207138000],['FIPOR']
EMSTAL,[255806438],['GBHUL']
GT AURIGA,[304010285],['ESSDR']
STORM CLIPPER,[235053184],['LONDON']
FARMAR ARION,[258313000],['ESALG>DKTYB']
NORDSTJERNEN,[257276000],['GB SCR']
TORM SUBLIME,[219274000],['TTPTP']
RNLI LIFEBOAT 13-40,[232025977],['POOLE TRAINING']
LONGEON,[244770997],['GB GTY']
NORDIC BREEZE,[636014868],['GIGIB FOR ORDER']
YAMILAH-III,[636014944],['GB IOG']
SD VICTORIA,[235068802],['PORTLAND']
LYRIKA,[275553000],['ANTWERP']
ALEXANDER,"[636018682, 305393000]","['FR NTE', 'TR TUT']"
PL SKUA,[232058291],['C']
ST ANTONIUS,[244650974],['']
ISLANDER,[311001287],['GUERNSEY']
SILVER SUN,[373207000],['ZA ELS>DE BRV']
MONOGIRL 2,[235064475],['GRIMSBY TETNEY']
RNLI LIFEBOAT 13-44,[232026007],['POOLE']
FOURMENTIN,[228269800],['SAR OPERATION']
WYRE ESTUARY,[232047328],['AYR']
MEDWAY,[209416000],['HARWICH']
ENCOFRADOR,[224655000],['ESGIJ']
SSB-01,[232046310],['']
EEMS SKY,[244239000],['GBKLN']
WILSON FINNFJORD,[314398000],['NL MOE']
MSC INGRID,[354505000],['BEANR']
SALT ISLAND,[235103408],['AVONMOUTH']
THUN GRANITE,[244734000],['IE GWY']
OCEANUS HIGHWAY,[431536000],['GB_SOU']
ALBERTITO,[538009528],['NL RMT']
NEHALENNIA,[244275968],['SHUNA']
TROMS CAPELLA,[235102712],['ABERDEEN']
A2B ENERGY,[244650437],['NLMOE']
SERVICE TIDE,[257062690],['ENSCO 120']
JAMES JOYCE,[209170000],['IEDUB<->GBHLY']
EDT JANE,[210369000],['CATCHER FPSO']
DICLE DENIZ,[314969000],['NL RTM']
SLOMAN HERMES,[304133000],['GB IMM>BE ANR']
CAROLIN G.,[305370000],['GBERI']
NEW ROSS ONE,[235108152],['HOLYHEAD']
VB SCOTSMAN,[235085775],['GB PME']
MSC CARMELITA,[636023269],['FELIXSTOWE>ANTWERP']
OSTRO I,[249723000],['PURFLEET GBPFT']
SD INSPECTOR,[235008913],['']
LK ENDURANCE,[232148000],['CHANNEL 16 FOR IFO']
F\V MARANELLO,[228078700],['FISHING AREA     _']
HANOI EXPRESS,[211120000],['MYTPP > NLRTM']
ESVAGT CONNECTOR,[220446000],['HEWETT FIELD']
USV PIONEER,[232056337],['']
NQ TULIPA,[249502000],['ESSCI']
PUFFIN,[235115192],['GT YARMOUTH']
OLYMPIC CHALLENGER,[257089810],['WEST OF SHETLAND']
ATLANTA II SH84,[235060213],['']
STI HACKNEY,[538005401],['BEANR']
KRITI SAMARIA,[636017739],['GI GIB              ']
SANDERA,[636018735],['GB WPT']
ELBE HIGHWAY,[311995000],['DEEME']
ADVANTAGE SPICE,[538006197],['NO MON > IT TRS']
DOUWE-S,[244956000],['GBAYR']
FREYA,[244180000],['BEZEE']
RNLI LIFEBOAT 17-03,[232001910],['HARWICH SAR']
ENERGY APOLLO,[232027082],"['DUNKIRK,FRANCE']"
VB AMBITION,[232051394],['THAMES TOWAGE']
MELLINA,[205159000],['GB CLF']
HERMES,[636015035],['ES LPA']
WILSON SAGA,[257077520],['TEES']
RESOLUTE 1,[232056217],['LONDON']
WILSON DIEPPE,[305813000],['GB GSI']
S.B GLADYS,[235036841],['LONDON']
GINA C,[235036606],['']
ONEIROI,[352002241],['PORT SAID']
RNLI LIFEBOAT 13 33,[232009300],['WICKLOW LIFEBOAT SAR']
ROTRA VENTE,[244890472],['FRSNR']
MERIT,[235053642],['RIVER THAMES']
LINGEDIJK,[245947000],['PTSET']
ROUENPILO LEOPOLDINE,[227974840],['']
F/V LAZALAI.,[228337800],['ROSCOFF']
PILOTAGE NADOR,[123456789],['']
WEST LOYALTY,[538010014],['NL RTM']
BULK ENDURANCE,[636024130],['DUNKIRK']
ANNE FRANK,[244750241],['']
FLYER TIDE,[258122000],['BRAE ALPHA']
ANDRE HAZES,[244870588],['AMSTERDAM']
KSS EDMOND,[352005533],['TR ISK']
SVITZER KILROOM,[235066353],['MILFORD HAVEN']
RESILIENT,[235116539],['']
VB TRADESMAN,[232050423],['GBTEE']
GIANO,[235108809],['DUBLIN']
BEN MY CHREE,[234983000],['DOUGLAS']
RIX LION,[235105282],['EYEMOUTH-NNG-EYEMOUT']
RAMIRA,[265007000],['BEANR']
SEVEN ATLANTIC,[235071342],['GB ABD (SOUTH HBR)']
:..WAVEDANCER 2,[235020574],['MILFORD HAVEN']
T.ADALYN,[271046486],['IEDUB-FRBYE']
SUMMER DAWN,[235001280],['PETERHEAD']
KARABAKH,[423520100],['FOR ORDERS          ']
ROYALTY,[235054994],['']
KAVO PERDIKA,[249231000],['IE ORK']
LAMBETH,[235071601],['']
SEA DRAGON,"[241733000, 319011400]","['GUNWHARF', 'MALTA']"
LE BELLOT,[578001500],['GB STO']
DIAVOLO ROSSO,[249579000],['FRPAMS']
O'RANA,[226016380],['']
CLEMENS SCHULTE,[563471000],['NLRTM']
CELEBRITY ECLIPSE,[249666000],['ISAKU']
ORBIT CLIPPER,[232059441],['']
YONG LE KOU,[636022970],['BRISTOL UK']
ROSI,[255805952],['BOSTON ANCHOR']
RNLI LIFEBOAT 14-10,[232002340],['GREAT YARMOUTH SAR']
WN-18,[244608090],['AMSTERDAM']
GINGA LION,[354269000],['MAJFL']
CRUISER,[235062593],['']
EMILIA D,[235003828],['']
F/V LES 2J,[227318920],['']
CT ROTTERDAM,[209836000],['BEANR']
EMERALD DUCHESS,[232048964],['TEESPORT DREDGER']
CGAS COUGAR,[249222000],['PLGDY']
A2B AMBITION,[244170750],['NLMOE GBIMM VV']
HMM ST PETERSBURG   ,[440486000],['GBSOU               ']
SKANDI INVENTOR,[219366000],['L7 GASFIELD NL']
